"","Treatment","Transplantation","Germination","Row","Pot","Plant","DateHarvest","DateAnalysis","DaysFromHarvestToAnalysis","DaysFromGermination","Mass","BER","Penetrometer","Ripeness","SugarAvg","SugarGrams","Fruit"
"189","Transplantation",TRUE,FALSE,"B","12","B12","2024-08-15","2024-08-19",4,110,197.8,FALSE,1,0.77,0.061,12.0658,1
"190","Transplantation",TRUE,FALSE,"B","12","B12","2024-08-15","2024-08-19",4,110,151.2,FALSE,0.9,0.8,0.066,9.9792,1
"191","Control",FALSE,FALSE,"A","4","A4","2024-08-15","2024-08-19",4,110,189.8,FALSE,1.4,0.68,0.062,11.7676,1
"192","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-15","2024-08-19",4,110,123,FALSE,1.3,0.7,0.054,6.642,1
"193","Transplantation",TRUE,FALSE,"B","12","B12","2024-08-15","2024-08-19",4,110,168.1,FALSE,0.4,0.91,0.054,9.0774,1
"194","Control",FALSE,FALSE,"A","9","A9","2024-08-15","2024-08-19",4,110,137.3,FALSE,1,0.77,0.069,9.4737,1
"195","Control",FALSE,FALSE,"A","9","A9","2024-08-15","2024-08-19",4,110,120.3,FALSE,1,0.77,0.068,8.1804,1
"196","Germination",FALSE,TRUE,"C","1","C1","2024-08-15","2024-08-19",4,110,106.4,FALSE,1.2,0.73,0.074,7.8736,1
"197","Germ+Trans",TRUE,TRUE,"D","2","D2","2024-08-15","2024-08-19",4,110,35.5,TRUE,NA,NA,NA,NA,1
"198","Transplantation",TRUE,FALSE,"B","12","B12","2024-08-15","2024-08-19",4,110,141.4,FALSE,0.6,0.86,0.064,9.0496,1
"199","Germ+Trans",TRUE,TRUE,"D","5","D5","2024-08-15","2024-08-19",4,110,69.2,FALSE,0.9,0.8,0.065,4.498,1
"200","Control",FALSE,FALSE,"A","4","A4","2024-08-15","2024-08-19",4,110,108.3,FALSE,0.9,0.8,0.04,4.332,1
"201","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-15","2024-08-19",4,110,117.6,FALSE,0.9,0.8,0.06,7.056,1
"202","Control",FALSE,FALSE,"A","3","A3","2024-08-15","2024-08-19",4,110,121.5,FALSE,0.9,0.8,0.045,5.4675,1
"203","Germ+Trans",TRUE,TRUE,"D","11","D11","2024-08-15","2024-08-19",4,110,94.5,FALSE,1.1,0.75,0.058,5.481,1
"204","Germ+Trans",TRUE,TRUE,"D","8","D8","2024-08-15","2024-08-19",4,110,99.3,FALSE,0.6,0.86,0.063,6.2559,1
"205","Control",FALSE,FALSE,"A","4","A4","2024-08-15","2024-08-19",4,110,137.4,FALSE,0.9,0.8,0.06,8.244,1
"206","Transplantation",TRUE,FALSE,"B","1","B1","2024-08-15","2024-08-19",4,110,256.2,FALSE,1.1,0.75,0.066,16.9092,1
"207","Control",FALSE,FALSE,"A","2","A2","2024-08-15","2024-08-19",4,110,163.8,FALSE,1.3,0.7,0.065,10.647,1
"208","Germination",FALSE,TRUE,"C","7","C7","2024-08-20","2024-08-21",1,112,173.8,FALSE,0.8,0.82,0.064,11.1232,1
"209","Germination",FALSE,TRUE,"C","7","C7","2024-08-20","2024-08-21",1,112,167.3,FALSE,1.3,0.7,0.054,9.0342,1
"210","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,88.5,TRUE,0.2,0.95,0.08,7.08,1
"211","Germination",FALSE,TRUE,"C","3","C3","2024-08-20","2024-08-21",1,112,184.4,FALSE,1.1,0.75,0.07,12.908,1
"212","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,94.9,FALSE,0.5,0.89,0.059,5.5991,1
"213","Germination",FALSE,TRUE,"C","6","C6","2024-08-20","2024-08-21",1,112,108.2,FALSE,0.8,0.82,0.05,5.41,1
"214","Germination",FALSE,TRUE,"C","4","C4","2024-08-20","2024-08-21",1,112,262.1,FALSE,1.5,0.66,0.065,17.0365,1
"215","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,163.8,FALSE,0.9,0.8,0.065,10.647,1
"216","Germination",FALSE,TRUE,"C","7","C7","2024-08-20","2024-08-21",1,112,101.4,FALSE,0.6,0.86,0.057,5.7798,1
"217","Control",FALSE,FALSE,"A","11","A11","2024-08-20","2024-08-21",1,112,168.1,FALSE,1,0.77,0.058,9.7498,1
"218","Germination",FALSE,TRUE,"C","1","C1","2024-08-20","2024-08-21",1,112,120.3,FALSE,1.4,0.68,0.055,6.6165,1
"219","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-20","2024-08-21",1,112,229,FALSE,1.2,0.73,0.07,16.03,1
"220","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-20","2024-08-21",1,112,81.8,FALSE,1,0.77,0.057,4.6626,1
"221","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-20","2024-08-21",1,112,130,FALSE,1,0.77,0.062,8.06,1
"222","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,81.9,FALSE,0.5,0.89,0.066,5.4054,1
"223","Transplantation",TRUE,FALSE,"B","3","B3","2024-08-20","2024-08-21",1,112,115.7,FALSE,1.5,0.66,0.038,4.3966,1
"224","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-20","2024-08-21",1,112,98.3,FALSE,1.3,0.7,0.062,6.0946,1
"225","Control",FALSE,FALSE,"A","12","A12","2024-08-20","2024-08-21",1,112,55.5,FALSE,1,0.77,0.063,3.4965,1
"226","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,104.9,FALSE,0.5,0.89,0.058,6.0842,1
"227","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,113.2,FALSE,0.9,0.8,0.063,7.1316,1
"228","Control",FALSE,FALSE,"A","6","A6","2024-08-20","2024-08-21",1,112,91.8,FALSE,0.3,0.93,0.054,4.9572,1
"229","Germination",FALSE,TRUE,"C","2","C2","2024-08-20","2024-08-21",1,112,86,FALSE,1.4,0.68,0.067,5.762,1
"230","Germination",FALSE,TRUE,"C","7","C7","2024-08-20","2024-08-21",1,112,76,FALSE,0.4,0.91,0.065,4.94,1
"231","Control",FALSE,FALSE,"A","12","A12","2024-08-20","2024-08-21",1,112,75.1,FALSE,0.9,0.8,0.065,4.8815,1
"232","Germination",FALSE,TRUE,"C","2","C2","2024-08-20","2024-08-21",1,112,73,FALSE,1.5,0.66,0.069,5.037,1
"233","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-20","2024-08-21",1,112,250.9,FALSE,1.3,0.7,0.067,16.8103,1
"234","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,84.9,TRUE,1.3,0.7,0.038,3.2262,1
"235","Transplantation",TRUE,FALSE,"B","12","B12","2024-08-20","2024-08-21",1,112,182,FALSE,0.2,0.95,0.067,12.194,1
"236","Germination",FALSE,TRUE,"C","2","C2","2024-08-20","2024-08-21",1,112,107.5,FALSE,1.2,0.73,0.069,7.4175,1
"237","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,101.6,FALSE,1.5,0.66,0.064,6.5024,1
"238","Germination",FALSE,TRUE,"C","2","C2","2024-08-20","2024-08-21",1,112,66.8,FALSE,1.5,0.66,0.066,4.4088,1
"239","Transplantation",TRUE,FALSE,"B","11","B11","2024-08-20","2024-08-21",1,112,32.6,TRUE,NA,NA,NA,NA,1
"240","Control",FALSE,FALSE,"A","6","A6","2024-08-20","2024-08-21",1,112,113.4,FALSE,1,0.77,0.064,7.2576,1
"241","Germination",FALSE,TRUE,"C","1","C1","2024-08-20","2024-08-21",1,112,95.8,FALSE,1.6,0.64,0.056,5.3648,1
"242","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,233.5,FALSE,1.4,0.68,0.071,16.5785,1
"243","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,30.8,FALSE,1.5,0.66,NA,NA,1
"244","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-20","2024-08-21",1,112,100.3,FALSE,1,0.77,0.07,7.021,1
"245","Control",FALSE,FALSE,"A","11","A11","2024-08-20","2024-08-21",1,112,103.3,FALSE,0.5,0.89,0.049,5.0617,1
"246","Germination",FALSE,TRUE,"C","1","C1","2024-08-20","2024-08-21",1,112,137.1,FALSE,1.4,0.68,0.059,8.0889,1
"247","Transplantation",TRUE,FALSE,"B","8","B8","2024-08-20","2024-08-21",1,112,152.2,FALSE,1.4,0.68,0.064,9.7408,1
"248","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,81.5,FALSE,2.1,0.52,0.04,3.26,1
"249","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,128.9,FALSE,1.2,0.73,0.07,9.023,1
"250","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,115.5,FALSE,1.6,0.64,0.055,6.3525,1
"251","Germination",FALSE,TRUE,"C","3","C3","2024-08-20","2024-08-21",1,112,64.6,FALSE,1.1,0.75,0.071,4.5866,1
"252","Transplantation",TRUE,FALSE,"B","11","B11","2024-08-20","2024-08-21",1,112,117.8,FALSE,1.4,0.68,0.079,9.3062,1
"253","Transplantation",TRUE,FALSE,"B","10","B10","2024-08-20","2024-08-21",1,112,145.1,FALSE,1.3,0.7,0.074,10.7374,1
"254","Control",FALSE,FALSE,"A","9","A9","2024-08-20","2024-08-21",1,112,111.3,TRUE,1.6,0.64,0.052,5.7876,1
"255","Transplantation",TRUE,FALSE,"B","11","B11","2024-08-20","2024-08-21",1,112,140.7,FALSE,1.5,0.66,0.075,10.5525,1
"256","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,109.2,FALSE,1.9,0.57,0.049,5.3508,1
"257","Transplantation",TRUE,FALSE,"B","11","B11","2024-08-20","2024-08-21",1,112,117.6,FALSE,1.1,0.75,0.076,8.9376,1
"258","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,118.9,FALSE,2.5,0.43,0.044,5.2316,1
"259","Transplantation",TRUE,FALSE,"B","8","B8","2024-08-20","2024-08-21",1,112,121.3,FALSE,1.3,0.7,0.065,7.8845,1
"260","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-20","2024-08-21",1,112,102.3,FALSE,1.1,0.75,0.069,7.0587,1
"261","Control",FALSE,FALSE,"A","7","A7","2024-08-20","2024-08-21",1,112,107.2,FALSE,1.5,0.66,0.044,4.7168,1
"262","Control",FALSE,FALSE,"A","2","A2","2024-08-20","2024-08-21",1,112,200.9,FALSE,1.2,0.73,0.053,10.6477,1
"263","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,71.6,FALSE,1.3,0.7,0.072,5.1552,1
"264","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,54,FALSE,1.7,0.61,0.069,3.726,1
"265","Control",FALSE,FALSE,"A","5","A5","2024-08-20","2024-08-21",1,112,107.2,TRUE,1.6,0.64,0.039,4.1808,1
"266","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,71.4,FALSE,1.6,0.64,0.069,4.9266,1
"267","Control",FALSE,FALSE,"A","3","A3","2024-08-20","2024-08-21",1,112,132.4,FALSE,1.2,0.73,0.044,5.8256,1
"268","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-20","2024-08-21",1,112,59.4,FALSE,1.1,0.75,0.072,4.2768,1
"269","Transplantation",TRUE,FALSE,"B","10","B10","2024-08-20","2024-08-21",1,112,73.7,FALSE,1,0.77,0.073,5.3801,1
"270","Control",FALSE,FALSE,"A","3","A3","2024-08-20","2024-08-21",1,112,78.6,FALSE,1.2,0.73,0.043,3.3798,1
"271","Control",FALSE,FALSE,"A","2","A2","2024-08-20","2024-08-21",1,112,212.1,FALSE,1,0.77,0.047,9.9687,1
"272","Transplantation",TRUE,FALSE,"B","2","B2","2024-08-20","2024-08-21",1,112,183.5,FALSE,0.5,0.89,0.056,10.276,1
"273","Germ+Trans",TRUE,TRUE,"D","9","D9","2024-08-20","2024-08-21",1,112,245.7,FALSE,1,0.77,0.067,16.4619,1
"274","Control",FALSE,FALSE,"A","7","A7","2024-08-20","2024-08-21",1,112,69.1,FALSE,1,0.77,0.062,4.2842,1
"275","Germ+Trans",TRUE,TRUE,"D","9","D9","2024-08-20","2024-08-21",1,112,163.5,FALSE,1.5,0.66,0.071,11.6085,1
"276","Germ+Trans",TRUE,TRUE,"D","9","D9","2024-08-20","2024-08-21",1,112,211.4,FALSE,1,0.77,0.068,14.3752,1
"277","Control",FALSE,FALSE,"A","4","A4","2024-08-20","2024-08-21",1,112,83.1,FALSE,1.4,0.68,0.058,4.8198,1
"278","Germ+Trans",TRUE,TRUE,"D","11","D11","2024-08-20","2024-08-21",1,112,132.6,FALSE,1.1,0.75,0.065,8.619,1
"279","Control",FALSE,FALSE,"A","2","A2","2024-08-20","2024-08-21",1,112,75.3,FALSE,2,0.55,0.046,3.4638,1
"280","Germ+Trans",TRUE,TRUE,"D","10","D10","2024-08-20","2024-08-21",1,112,114.2,FALSE,1.5,0.66,0.067,7.6514,1
"281","Germ+Trans",TRUE,TRUE,"D","12","D12","2024-08-20","2024-08-21",1,112,88.7,FALSE,1.4,0.68,0.081,7.1847,1
"282","Transplantation",TRUE,FALSE,"B","4","B4","2024-08-20","2024-08-21",1,112,78.6,TRUE,NA,NA,NA,NA,1
"283","Transplantation",TRUE,FALSE,"B","2","B2","2024-08-20","2024-08-21",1,112,100.3,FALSE,0.5,0.89,0.059,5.9177,1
"284","Transplantation",TRUE,FALSE,"B","6","B6","2024-08-20","2024-08-21",1,112,35,TRUE,NA,NA,NA,NA,1
"285","Germ+Trans",TRUE,TRUE,"D","10","D10","2024-08-20","2024-08-21",1,112,151.3,FALSE,1.5,0.66,0.062,9.3806,1
"286","Germ+Trans",TRUE,TRUE,"D","10","D10","2024-08-20","2024-08-21",1,112,130.2,FALSE,2,0.55,0.062,8.0724,1
"287","Control",FALSE,FALSE,"A","4","A4","2024-08-20","2024-08-21",1,112,131.3,FALSE,1.4,0.68,0.049,6.4337,1
"288","Germ+Trans",TRUE,TRUE,"D","11","D11","2024-08-20","2024-08-21",1,112,75.5,FALSE,1.5,0.66,0.07,5.285,1
"289","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-21",1,112,50.8,FALSE,1.3,0.7,0.034,1.7272,1
"290","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-21",1,112,30.9,FALSE,1.1,0.75,0.069,2.1321,1
"291","Germ+Trans",TRUE,TRUE,"D","2","D2","2024-08-20","2024-08-23",3,114,41.7,FALSE,0.2,0.95,0.069,2.8773,1
"292","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,125.9,FALSE,1.3,0.7,0.078,9.8202,1
"293","Control",FALSE,FALSE,"A","6","A6","2024-08-20","2024-08-23",3,114,95.4,FALSE,1.4,0.68,0.066,6.2964,1
"294","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,83.5,FALSE,1.6,0.64,0.08,6.68,1
"295","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-20","2024-08-23",3,114,152.6,FALSE,1.5,0.66,0.076,11.5976,1
"296","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,121.1,FALSE,1.2,0.73,0.079,9.5669,1
"297","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,122.2,FALSE,1.1,0.75,0.08,9.776,1
"298","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-20","2024-08-23",3,114,124.4,FALSE,1.3,0.7,0.079,9.8276,1
"299","Germination",FALSE,TRUE,"C","11","C11","2024-08-20","2024-08-23",3,114,29.1,TRUE,NA,NA,NA,NA,1
"300","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-20","2024-08-23",3,114,40.7,TRUE,NA,NA,NA,NA,1
"301","Germ+Trans",TRUE,TRUE,"D","1","D1","2024-08-20","2024-08-23",3,114,135.1,FALSE,1.1,0.75,0.073,9.8623,1
"302","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-20","2024-08-23",3,114,107.7,FALSE,1.2,0.73,0.071,7.6467,1
"303","Germ+Trans",TRUE,TRUE,"D","1","D1","2024-08-20","2024-08-23",3,114,137,FALSE,1,0.77,0.068,9.316,1
"304","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-20","2024-08-23",3,114,98.5,FALSE,1.2,0.73,0.075,7.3875,1
"305","Germ+Trans",TRUE,TRUE,"D","9","D9","2024-08-20","2024-08-23",3,114,67.4,FALSE,1.4,0.68,0.083,5.5942,1
"306","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-20","2024-08-23",3,114,151.1,FALSE,1,0.77,0.079,11.9369,1
"307","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,71.4,FALSE,1.4,0.68,0.086,6.1404,1
"308","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-20","2024-08-23",3,114,147.6,FALSE,0.9,0.8,0.082,12.1032,1
"309","Germination",FALSE,TRUE,"C","12","C12","2024-08-20","2024-08-23",3,114,249.8,FALSE,0.5,0.89,0.091,22.7318,1
"310","Germination",FALSE,TRUE,"C","8","C8","2024-08-20","2024-08-23",3,114,218.5,FALSE,1.1,0.75,0.07,15.295,1
"311","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,159.6,FALSE,1.3,0.7,0.081,12.9276,1
"312","Germination",FALSE,TRUE,"C","11","C11","2024-08-20","2024-08-23",3,114,128.1,FALSE,1,0.77,0.093,11.9133,1
"313","Germ+Trans",TRUE,TRUE,"D","8","D8","2024-08-20","2024-08-23",3,114,95,FALSE,1,0.77,0.077,7.315,1
"314","Germ+Trans",TRUE,TRUE,"D","1","D1","2024-08-20","2024-08-23",3,114,111.8,FALSE,1,0.77,0.07,7.826,1
"315","Germination",FALSE,TRUE,"C","8","C8","2024-08-20","2024-08-23",3,114,126.2,FALSE,0.6,0.86,0.063,7.9506,1
"316","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,55.1,FALSE,1,0.77,0.081,4.4631,1
"317","Germination",FALSE,TRUE,"C","9","C9","2024-08-20","2024-08-23",3,114,80.2,FALSE,1.3,0.7,0.068,5.4536,1
"318","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-20","2024-08-23",3,114,69.2,FALSE,1.1,0.75,0.07,4.844,1
"319","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-20","2024-08-23",3,114,79.2,FALSE,0.9,0.8,0.072,5.7024,1
"320","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-20","2024-08-23",3,114,71.7,FALSE,0.8,0.82,0.08,5.736,1
"321","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,86.6,FALSE,1.1,0.75,0.071,6.1486,1
"322","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,68.6,FALSE,1,0.77,0.084,5.7624,1
"323","Germination",FALSE,TRUE,"C","9","C9","2024-08-20","2024-08-23",3,114,108.6,FALSE,1.4,0.68,0.073,7.9278,1
"324","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,95.2,FALSE,1.7,0.61,0.075,7.14,1
"325","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,73.2,FALSE,1.5,0.66,0.075,5.49,1
"326","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-20","2024-08-23",3,114,91.1,FALSE,1,0.77,0.076,6.9236,1
"327","Germination",FALSE,TRUE,"C","8","C8","2024-08-20","2024-08-23",3,114,90.5,FALSE,1,0.77,0.065,5.8825,1
"328","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-20","2024-08-23",3,114,69.9,FALSE,1,0.77,0.073,5.1027,1
"329","Germination",FALSE,TRUE,"C","10","C10","2024-08-20","2024-08-23",3,114,55,FALSE,1.4,0.68,0.08,4.4,1
"330","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-20","2024-08-23",3,114,66.9,FALSE,1.2,0.73,0.07,4.683,1
"331","Control",FALSE,FALSE,"A","7","A7","2024-08-20","2024-08-23",3,114,49.9,FALSE,1.5,0.66,0.084,4.1916,1
"332","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,65.6,FALSE,1,0.77,0.083,5.4448,1
"333","Transplantation",TRUE,FALSE,"B","10","B10","2024-08-24","2024-08-26",2,117,143.4,FALSE,1.3,0.7,0.085,12.189,1
"334","Germ+Trans",TRUE,TRUE,"D","2","D2","2024-08-24","2024-08-26",2,117,82,FALSE,1.1,0.75,0.069,5.658,1
"335","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,67.1,FALSE,1.5,0.66,0.071,4.7641,1
"336","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,63,FALSE,1.1,0.75,0.065,4.095,1
"337","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-24","2024-08-26",2,117,127.7,FALSE,1.6,0.64,0.064,8.1728,1
"338","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,46.5,FALSE,1.1,0.75,0.073,3.3945,1
"339","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-24","2024-08-26",2,117,191.1,FALSE,1.3,0.7,0.074,14.1414,1
"340","Germ+Trans",TRUE,TRUE,"D","2","D2","2024-08-24","2024-08-26",2,117,79.8,FALSE,1,0.77,0.041,3.2718,1
"341","Germ+Trans",TRUE,TRUE,"D","9","D9","2024-08-24","2024-08-26",2,117,93.9,FALSE,0.8,0.82,0.077,7.2303,1
"342","Transplantation",TRUE,FALSE,"B","10","B10","2024-08-24","2024-08-26",2,117,139.2,FALSE,0.5,0.89,0.071,9.8832,1
"343","Germination",FALSE,TRUE,"C","10","C10","2024-08-24","2024-08-26",2,117,50.2,FALSE,0.9,0.8,0.073,3.6646,1
"344","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-24","2024-08-26",2,117,168.7,FALSE,1.4,0.68,0.08,13.496,1
"345","Germ+Trans",TRUE,TRUE,"D","1","D1","2024-08-24","2024-08-26",2,117,58.6,FALSE,1.2,0.73,0.05,2.93,1
"346","Germination",FALSE,TRUE,"C","8","C8","2024-08-24","2024-08-26",2,117,41.6,FALSE,1.4,0.68,0.068,2.8288,1
"347","Germination",FALSE,TRUE,"C","9","C9","2024-08-24","2024-08-26",2,117,99.1,FALSE,0.9,0.8,0.057,5.6487,1
"348","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-24","2024-08-26",2,117,73.1,FALSE,1.3,0.7,0.055,4.0205,1
"349","Germ+Trans",TRUE,TRUE,"D","4","D4","2024-08-24","2024-08-26",2,117,100.1,FALSE,0.5,0.89,0.07,7.007,1
"350","Germination",FALSE,TRUE,"C","12","C12","2024-08-24","2024-08-26",2,117,115.5,FALSE,1.5,0.66,0.09,10.395,1
"351","Germination",FALSE,TRUE,"C","10","C10","2024-08-24","2024-08-26",2,117,45,FALSE,1.2,0.73,0.052,2.34,1
"352","Germ+Trans",TRUE,TRUE,"D","2","D2","2024-08-24","2024-08-26",2,117,105.9,FALSE,1.4,0.68,0.061,6.4599,1
"353","Germ+Trans",TRUE,TRUE,"D","6","D6","2024-08-24","2024-08-26",2,117,75.3,FALSE,1.1,0.75,0.042,3.1626,1
"354","Germ+Trans",TRUE,TRUE,"D","3","D3","2024-08-24","2024-08-26",2,117,75,FALSE,1.5,0.66,0.067,5.025,1
"355","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-24","2024-08-26",2,117,52.8,TRUE,0,1,0.066,3.4848,1
"356","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,64,FALSE,1.4,0.68,0.073,4.672,1
"357","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,83.8,FALSE,1.8,0.59,0.051,4.2738,1
"358","Transplantation",TRUE,FALSE,"B","11","B11","2024-08-24","2024-08-26",2,117,108,FALSE,2.5,0.43,0.084,9.072,1
"359","Control",FALSE,FALSE,"A","6","A6","2024-08-24","2024-08-26",2,117,61,FALSE,0.9,0.8,0.045,2.745,1
"360","Germ+Trans",TRUE,TRUE,"D","7","D7","2024-08-24","2024-08-26",2,117,68.3,FALSE,1.1,0.75,0.077,5.2591,1
"361","Transplantation",TRUE,FALSE,"B","3","B3","2024-08-24","2024-08-26",2,117,202.5,FALSE,1.5,0.66,0.062,12.555,1
"362","Control",FALSE,FALSE,"A","12","A12","2024-08-24","2024-08-26",2,117,91.2,FALSE,0.9,0.8,0.06,5.472,1
"363","Control",FALSE,FALSE,"A","10","A10","2024-08-24","2024-08-26",2,117,101.2,FALSE,2.1,0.52,0.053,5.3636,1
"364","Control",FALSE,FALSE,"A","12","A12","2024-08-24","2024-08-26",2,117,92.6,FALSE,0.9,0.8,0.058,5.3708,1
"365","Transplantation",TRUE,FALSE,"B","8","B8","2024-08-24","2024-08-26",2,117,80.5,FALSE,1.5,0.66,0.056,4.508,1
"366","Control",FALSE,FALSE,"A","10","A10","2024-08-24","2024-08-26",2,117,163.5,FALSE,1,0.77,0.058,9.483,1
"367","Transplantation",TRUE,FALSE,"B","5","B5","2024-08-24","2024-08-26",2,117,114.1,FALSE,1.7,0.61,0.069,7.8729,1
"368","Transplantation",TRUE,FALSE,"B","7","B7","2024-08-24","2024-08-26",2,117,72.4,FALSE,0.5,0.89,0.053,3.8372,1
"369","Control",FALSE,FALSE,"A","5","A5","2024-08-24","2024-08-26",2,117,135.2,FALSE,2.3,0.48,0.066,8.9232,1
"370","Transplantation",TRUE,FALSE,"B","10","B10","2024-08-24","2024-08-26",2,117,63,FALSE,0.9,0.8,0.058,3.654,1
"371","Control",FALSE,FALSE,"A","6","A6","2024-08-24","2024-08-26",2,117,148.1,FALSE,1.6,0.64,0.069,10.2189,1
"372","Control",FALSE,FALSE,"A","6","A6","2024-08-24","2024-08-26",2,117,76.1,FALSE,0.9,0.8,0.061,4.6421,1
"373","Transplantation",TRUE,FALSE,"B","3","B3","2024-08-24","2024-08-26",2,117,141,FALSE,1.3,0.7,0.059,8.319,1
"374","Control",FALSE,FALSE,"A","12","A12","2024-08-24","2024-08-26",2,117,83.1,FALSE,0.3,0.93,0.059,4.9029,1
"375","Control",FALSE,FALSE,"A","8","A8","2024-08-24","2024-08-26",2,117,105.6,FALSE,1.7,0.61,0.083,8.7648,1
"376","Control",FALSE,FALSE,"A","6","A6","2024-08-24","2024-08-26",2,117,118.8,FALSE,0.5,0.89,0.058,6.8904,1
"377","Control",FALSE,FALSE,"A","10","A10","2024-08-24","2024-08-26",2,117,59.6,FALSE,1.1,0.75,0.044,2.6224,1
"378","Control",FALSE,FALSE,"A","12","A12","2024-08-24","2024-08-26",2,117,86.7,FALSE,1.5,0.66,0.049,4.2483,1
"379","Control",FALSE,FALSE,"A","5","A5","2024-08-24","2024-08-26",2,117,87.5,FALSE,0.9,0.8,0.054,4.725,1
"380","Control",FALSE,FALSE,"A","3","A3","2024-08-24","2024-08-26",2,117,93.9,FALSE,1.1,0.75,0.063,5.9157,1
"381","Control",FALSE,FALSE,"A","8","A8","2024-08-24","2024-08-26",2,117,185.1,FALSE,0.5,0.89,0.06,11.106,1
"382","Control",FALSE,FALSE,"A","8","A8","2024-08-24","2024-08-26",2,117,110.7,FALSE,1.1,0.75,0.066,7.3062,1
